,Restaurant,Rating,reviewsCount,street,phone,categoryName,url,Latitude,Longitude,Restroom,Wifi Availabilty,Cost of 2 person,Payment Method
871,KKothimbir pure veg restaurant,4.1,18,4397+5XV,,Vegetarian restaurant,"https://www.google.com/maps/place/KKothimbir+pure+veg+restaurant/@21.1179877,79.0649206,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4bf012173ccad:0x76c95679d18feeeb!8m2!3d21.1179877!4d79.0649206!16s%2Fg%2F11qh3ghj06?hl=en",21.1179877,79.0649206,Yes,No,641,CASH
872,EtusCafe,4,18,"537H+8Q5, Sadar Bazar Chowk",+91 77099 60257,Cafe,"https://www.google.com/maps/place/EtusCafe/@21.1632668,79.0794762,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1cda167d27f:0xdabe019833c1b4b5!8m2!3d21.1632668!4d79.0794762!16s%2Fg%2F11fn2h_xqw?hl=en",21.1632668,79.0794762,Yes,Yes,697,CASH AND UPI
873,Pankaj Sawji Bhojanalay,3.7,18,"434X+576, Manewada Rd",+91 80879 81237,Restaurant,"https://www.google.com/maps/place/Pankaj+Sawji+Bhojanalay/@21.105409,79.098144,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4bf45f6e41bcd:0xf3b66f4f9f55e42f!8m2!3d21.105409!4d79.098144!16s%2Fg%2F1q64f3zff?hl=en",21.105409,79.098144,No,Yes,822,CASH
874,Lalaji Bar & Restaurant,3.6,18,"54M2+P6W, Koreadi Rd",,Restaurant,"https://www.google.com/maps/place/Lalaji+Bar+%26+Restaurant/@21.1843667,79.1005667,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c130f9e850d3:0x20a75c64754f5a07!8m2!3d21.1843667!4d79.1005667!16s%2Fg%2F11bbt326l8?hl=en",21.1843667,79.1005667,No,No,759,CASH AND UPI
875,SN's Multicuisine Restaurant,4.9,17,"Plot 6, Ring Rd",,Family restaurant,"https://www.google.com/maps/place/SN's+Multicuisine+Restaurant/@21.1296562,79.1414805,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c763b2c3731f:0x8b63949f0ae47d9c!8m2!3d21.1296562!4d79.1414805!16s%2Fg%2F11t7vbkh7w?hl=en",21.1296562,79.1414805,Yes,No,525,CASH AND UPI
876,Mexico multicusine restaurant,4.8,17,Rajesh residency shop no f8,+91 98346 85722,Restaurant,"https://www.google.com/maps/place/Mexico+multicusine+restaurant/@21.0913197,79.0769604,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4bf8bdc1f0b17:0x7c797e2595c7513d!8m2!3d21.0913197!4d79.0769604!16s%2Fg%2F11j48ffk3_?hl=en",21.0913197,79.0769604,Yes,Yes,661,CASH AND UPI
877,Kamal cafe and family restaurant,4.7,17,"Yashodhara Chowk, beside Bismillah Complex",+91 98813 32024,Restaurant,"https://www.google.com/maps/place/Kamal+cafe+and+family+restaurant/@21.182101,79.1280241,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c788c44b711b:0x256232c34aaecf27!8m2!3d21.182101!4d79.1280241!16s%2Fg%2F11qn6tbz95?hl=en",21.182101,79.1280241,Yes,No,627,CASH AND UPI
878,N.R. South Indian Food Plaza,4.6,17,"66, Empress Mill, Jaripatka Rd, near Bhatiya's Kitchen",,South Indian restaurant,"https://www.google.com/maps/place/N.R.+South+Indian+Food+Plaza/@21.1767876,79.090728,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1ceaa69ed83:0xb8ebf75ab832ce41!8m2!3d21.1767876!4d79.090728!16s%2Fg%2F11h4cq53k7?hl=en",21.1767876,79.090728,Yes,Yes,893,CASH
879,Oishi - Pan Asian Kitchen,4.4,17,"51, Central Ave, opposite Gitanjali Cinema",+91 87672 21476,Takeout Restaurant,"https://www.google.com/maps/place/Oishi+-+Pan+Asian+Kitchen/@21.1515993,79.1007601,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1e4b1fc1aeb:0x60a97bb90609ca99!8m2!3d21.1515993!4d79.1007601!16s%2Fg%2F11mnklfd_x?hl=en",21.1515993,79.1007601,Yes,No,974,CASH AND UPI
880,Ojas foods,4.2,17,Amravati Rd,,Fast food restaurant,"https://www.google.com/maps/place/Ojas+foods/@21.1486154,79.0475178,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c122d7dfb009:0x5cd379f5f8d5eeab!8m2!3d21.1486154!4d79.0475178!16s%2Fg%2F11fk5n8fym?hl=en",21.1486154,79.0475178,Yes,No,954,CASH AND UPI
881,Nosh cafe,4.2,17,"Plot No.160, Chawla Chowk, Main Bazaar Rd, opp. Sind punjab Bank, beside Union Bank of India",,Fast food restaurant,"https://www.google.com/maps/place/Nosh+cafe/@21.1809464,79.0915577,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1c603e86315:0xa375eac94a893ad0!8m2!3d21.1809464!4d79.0915577!16s%2Fg%2F11sxwqdn80?hl=en",21.1809464,79.0915577,Yes,Yes,582,CASH
882,Meme's Cafe & Restro,4,17,"Besides Dharampeth Science College,Varma Layout Opposite NIT Swimming Pool",+91 86682 90890,Cafe,"https://www.google.com/maps/place/Meme's+Cafe+%26+Restro/@21.1309629,79.0491215,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1fe9c15792b:0xbd8c813c00477a8!8m2!3d21.1309629!4d79.0491215!16s%2Fg%2F11n38wbxwm?hl=en",21.1309629,79.0491215,Yes,No,845,CASH AND UPI
883,Suresh Restaurant,4,17,"Tee Point, Plot No. 4, Ring Rd",+91 98909 85903,Fast food restaurant,"https://www.google.com/maps/place/Suresh+Restaurant/@21.1208589,79.030507,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c0088027b3bb:0x46864c3251377dc9!8m2!3d21.1208589!4d79.030507!16s%2Fg%2F11b5pm0bb5?hl=en",21.1208589,79.030507,Yes,No,855,CASH
884,NIMJE'S RESTAURANT & CAFEE,3.8,17,"near, KDK College Rd",+91 97645 27700,Indian restaurant,"https://www.google.com/maps/place/NIMJE'S+RESTAURANT+%26+CAFEE/@21.1390718,79.1312935,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c769d4d0bddd:0xfd3c0a52d8af996c!8m2!3d21.1390718!4d79.1312935!16s%2Fg%2F11dzw71vbn?hl=en",21.1390718,79.1312935,No,No,560,CASH
885,Welcome To Biryanipur,3.7,17,"H. No. 256/6, Narmada Plaza Children, Traffic Park Track",+91 88788 71727,Biryani restaurant,"https://www.google.com/maps/place/Welcome+To+Biryanipur/@21.1408584,79.0662842,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1d864a1a28b:0x36138c7d9df4cee5!8m2!3d21.1408584!4d79.0662842!16s%2Fg%2F11mbpxlf6p?hl=en",21.1408584,79.0662842,No,Yes,619,CASH AND UPI
886,Gurukripa Chinese Fast Food,3.6,17,"424W+GXF, Near Shivaji Chowk",+91 77699 20214,Chinese restaurant,"https://www.google.com/maps/place/Gurukripa+Chinese+Fast+Food/@21.1063221,79.0474175,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4bf921cd609cd:0x5bc7769a2b26dd0c!8m2!3d21.1063221!4d79.0474175!16s%2Fg%2F11b5qr5yn9?hl=en",21.1063221,79.0474175,Yes,Yes,812,CASH
887,The Barbque House,3.1,17,"Plot No 161, Vaishnodevi Square, Central Ave",,Bar & grill,"https://www.google.com/maps/place/The+Barbque+House/@21.1481454,79.1378038,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c797b43ae4b5:0xb429705286924e1e!8m2!3d21.1481454!4d79.1378038!16s%2Fg%2F11n8912zys?hl=en",21.1481454,79.1378038,Yes,Yes,826,CASH AND UPI
888,Cafe Mil-Kha,4.9,16,Katol Rd,,Cafe,"https://www.google.com/maps/place/Cafe+Mil-Kha/@21.1730794,79.0478903,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c122a28ff90d:0x4cb73d953adfc157!8m2!3d21.1730794!4d79.0478903!16s%2Fg%2F11sd3t4xxp?hl=en",21.1730794,79.0478903,Yes,No,781,CASH
889,Shrija mini cafe,4.9,16,"Shop no13 mb town, Godhani Road",+91 88886 78523,Fast food restaurant,"https://www.google.com/maps/place/Shrija+mini+cafe/@21.1978661,79.068769,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1f835add8a9:0x7c42495df00ac28b!8m2!3d21.1978661!4d79.068769!16s%2Fg%2F11sky2dh18?hl=en",21.1978661,79.068769,Yes,Yes,789,CASH
890,Cafello - The Coffee Shop,4.9,16,"602, Millennium Shopping Complex",,Coffee shop,"https://www.google.com/maps/place/Cafello+-+The+Coffee+Shop/@21.1262761,79.0635629,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1c77676f9db:0x78ec4a22c582278!8m2!3d21.1262761!4d79.0635629!16s%2Fg%2F11tdxmm8c3?hl=en",21.1262761,79.0635629,Yes,No,676,CASH
891,Gupshup zone,4.9,16,,+91 91194 50945,Tea house,"https://www.google.com/maps/place/Gupshup+zone/@21.1997765,79.1022428,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1d39a7a9097:0x82f83cb5e52922fb!8m2!3d21.1997765!4d79.1022428!16s%2Fg%2F11k3y6c5zj?hl=en",21.1997765,79.1022428,Yes,No,831,CASH
892,Platezo Cafe,4.9,16,Ganesh Nagar Rd,,Cafe,"https://www.google.com/maps/place/Platezo+Cafe/@21.1362921,79.1161767,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c7126f75a6a9:0x5d8bcfab5eda1441!8m2!3d21.1362921!4d79.1161767!16s%2Fg%2F11p747q6dh?hl=en",21.1362921,79.1161767,Yes,No,726,CASH AND UPI
893,Swad punjabi barbeque and curry,4.4,16,"539Q+QPM, opposite to Mecosabagh ground",,Punjabi restaurant,"https://www.google.com/maps/place/Swad+punjabi+barbeque+and+curry/@21.1694582,79.0893101,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c11fda1c66d3:0xfa0137e12a75b6d7!8m2!3d21.1694582!4d79.0893101!16s%2Fg%2F11l01yg2fl?hl=en",21.1694582,79.0893101,Yes,No,587,CASH
894,Kareem's,3.6,16,"Plot Number 01, Sangharsh Nagar Square, Ring Rd, beside Swami Narayan Temple",+91 70665 19199,Mughlai restaurant,"https://www.google.com/maps/place/Kareem's/@21.1403942,79.1457467,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c7795e11e5b5:0x61e24d01f8f994a1!8m2!3d21.1403942!4d79.1457467!16s%2Fg%2F11n0n0yx1t?hl=en",21.1403942,79.1457467,No,Yes,606,CASH
895,Miyaanji's Futala,3.4,16,"536C+9P8, Futala Rd",+91 99234 54636,Biryani restaurant,"https://www.google.com/maps/place/Miyaanji's+Futala/@21.1609196,79.071828,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c0fb8d8cc6dd:0x52567f347e89062e!8m2!3d21.1609196!4d79.071828!16s%2Fg%2F11g6wywy1w?hl=en",21.1609196,79.071828,Yes,Yes,988,CASH
896,Prem Kamal Restaurant,3.3,16,"1139, Gulmohar S Ridge Rd",,Bar & grill,"https://www.google.com/maps/place/Prem+Kamal+Restaurant/@21.108716,79.122114,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4b8ba5e6c8ddb:0x4778c17767cff30b!8m2!3d21.108716!4d79.122114!16s%2Fg%2F1q62dzgf8?hl=en",21.108716,79.122114,Yes,No,787,CASH
897,Prem Kamal Restaurant,3.3,16,"1139, Gulmohar S Ridge Rd",,Bar & grill,"https://www.google.com/maps/place/restaurant/@21.108716,79.122114,17z/data=!3m1!4b1!4m2!3m1!1s0x3bd4b8ba5e6c8ddb:0x4778c17767cff30b?hl=en",21.108716,79.122114,Yes,Yes,750,CASH AND UPI
898,Yum Yum Cafe,5,15,"Shop No.5, Leela Bhavan, Wardha Rd",+91 75079 56873,Cafe,"https://www.google.com/maps/place/Yum+Yum+Cafe/@21.0983988,79.0669241,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4bfc82eb68ebb:0xaa7c65cfb83d3ca5!8m2!3d21.0983988!4d79.0669241!16s%2Fg%2F11smmfgh_v?hl=en",21.0983988,79.0669241,Yes,No,962,CASH
899,Chefus saoji and family restaurant,4.9,15,"86,subhash nagar near shitla mata mandir treemurti nagar",+91 70589 88368,Family restaurant,"https://www.google.com/maps/place/Chefus+saoji+and+family+restaurant/@21.1223468,79.0437787,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1c192cdc315:0x35fcb0b458b4143c!8m2!3d21.1223468!4d79.0437787!16s%2Fg%2F11szd_48_w?hl=en",21.1223468,79.0437787,Yes,Yes,595,CASH
900,Silver Spoon Biryani,4.9,15,9610,,Indian restaurant,"https://www.google.com/maps/place/Silver+Spoon+Biryani/@21.0942823,79.0695872,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4bfaa1aedf8a9:0xe115f06fc5a332e7!8m2!3d21.0942823!4d79.0695872!16s%2Fg%2F11sc2gds6z?hl=en",21.0942823,79.0695872,Yes,No,770,CASH AND UPI
901,Swad Kitchen and Restaurant,4.8,15,503,+91 94031 75513,Restaurant,"https://www.google.com/maps/place/Swad+Kitchen+and+Restaurant/@21.1259135,79.1032244,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1274605499f:0x514bc335c8122a09!8m2!3d21.1259135!4d79.1032244!16s%2Fg%2F11sh35rv65?hl=en",21.1259135,79.1032244,Yes,Yes,805,CASH
902,Shree Vrindavan restaurant nagpur,4.7,15,"Jaitala Rd, near rahi eastate",,Breakfast restaurant,"https://www.google.com/maps/place/Shree+Vrindavan+restaurant+nagpur/@21.1137089,79.0293308,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4bf2acaa1009f:0x563017a0acda8354!8m2!3d21.1137089!4d79.0293308!16s%2Fg%2F11fnp_pd77?hl=en",21.1137089,79.0293308,Yes,Yes,978,CASH AND UPI
903,Urban Folks café and lounge,4.5,15,"shop no. 107, fortune empire",,Cafe,"https://www.google.com/maps/place/Urban+Folks+caf%C3%A9+and+lounge/@21.0938555,79.0750191,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4bf16ba10f053:0x5aa40fc3d9114120!8m2!3d21.0938555!4d79.0750191!16s%2Fg%2F11gh2vdwtp?hl=en",21.0938555,79.0750191,Yes,No,661,CASH
904,Hip Hop Chinese Center,4.3,15,,,Chinese restaurant,"https://www.google.com/maps/place/Hip+Hop+Chinese+Center/@21.1620461,79.0052257,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4eb6cf33b5f09:0x78930fce0d62f096!8m2!3d21.1620461!4d79.0052257!16s%2Fg%2F11r9k7kfyd?hl=en",21.1620461,79.0052257,Yes,Yes,909,CASH AND UPI
905,Khansama - Authentic Mughlai Restaurant,4.2,15,"Shop No 7-9,42-44, Utkarsh Nirman, opposite Mangalwari Complex 1",,Restaurant,"https://www.google.com/maps/place/Khansama+-+Authentic+Mughlai+Restaurant/@21.1648489,79.0820562,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1a32361309d:0xedfcfcf800b85711!8m2!3d21.1648489!4d79.0820562!16s%2Fg%2F11k9pnsptg?hl=en",21.1648489,79.0820562,Yes,No,988,CASH AND UPI
906,Gappa Goshti Cafe,4.2,15,"KDK College, Road",,Restaurant,"https://www.google.com/maps/place/Gappa+Goshti+Cafe/@21.1388451,79.1247561,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4b97ae7808077:0x1fd809e1b609b2e5!8m2!3d21.1388451!4d79.1247561!16s%2Fg%2F11lc0m8bvj?hl=en",21.1388451,79.1247561,Yes,No,679,CASH AND UPI
907,Food Junction,4.1,15,B,,Fast food restaurant,"https://www.google.com/maps/place/Food+Junction/@21.1093165,79.0511314,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4bf286f39e819:0x1454b063b5508989!8m2!3d21.1093165!4d79.0511314!16s%2Fg%2F11m7jfypms?hl=en",21.1093165,79.0511314,Yes,No,986,CASH
908,The Green House - Health Cafe,3.9,15,"Ground floor, W High Ct Rd, behind Levis Showroom, near Reliance Trendss",+91 97309 15626,Health food restaurant,"https://www.google.com/maps/place/The+Green+House+-+Health+Cafe/@21.1431321,79.0612483,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c11d4fd017b5:0x256b6b46be963d23!8m2!3d21.1431321!4d79.0612483!16s%2Fg%2F11j5cxpzj4?hl=en",21.1431321,79.0612483,Yes,Yes,549,CASH AND UPI
909,Veggie Green,3.5,15,,,Restaurant,"https://www.google.com/maps/place/Veggie+Green/@21.1731008,79.1004826,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1a43aa7db11:0xb2da814183b585f6!8m2!3d21.1731008!4d79.1004826!16s%2Fg%2F11gh_mkrss?hl=en",21.1731008,79.1004826,No,Yes,763,CASH
910,Shidhi Restaurant,3.4,15,"37, 96",+91 70209 52254,Restaurant,"https://www.google.com/maps/place/Shidhi+Restaurant/@21.1574741,79.1659449,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c7a4ca636579:0x49f4e893809dea59!8m2!3d21.1574741!4d79.1659449!16s%2Fg%2F11ddwhv_yh?hl=en",21.1574741,79.1659449,Yes,No,863,CASH AND UPI
911,Chetan Family Restaurant And Bhojanalay,3.2,15,"44MV+F5Q, Gulmohar South Ridge Rd,Wathoda Ring Road, Wathoda Chowk, Kharbi",+91 77759 70777,Family restaurant,"https://www.google.com/maps/place/Chetan+Family+Restaurant+And+Bhojanalay/@21.133715,79.1429935,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c764d7a8ae71:0x4c86b1de243e67fa!8m2!3d21.133715!4d79.1429935!16s%2Fg%2F1q69w62jv?hl=en",21.133715,79.1429935,No,Yes,532,CASH AND UPI
912,V S RESTAURANT AND BAR,3.1,15,"9 C, Kalmana Market Rd",,Restaurant,"https://www.google.com/maps/place/V+S+RESTAURANT+AND+BAR/@21.1522634,79.1493387,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c7a60b84c9ef:0xc471251a473d0231!8m2!3d21.1522634!4d79.1493387!16s%2Fg%2F11sx9y5f1p?hl=en",21.1522634,79.1493387,Yes,Yes,596,CASH
913,Vinita's Kitchen,5,14,"2917, 85",,Cafe,"https://www.google.com/maps/place/Vinita's+Kitchen/@21.1043808,79.08476,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4bfda952c95dd:0xcd7052f90e3460fe!8m2!3d21.1043808!4d79.08476!16s%2Fg%2F11tg7tdslr?hl=en",21.1043808,79.08476,Yes,Yes,532,CASH AND UPI
914,The Aragorn's Cafe,5,14,"Bhaktivihar Apartment, Chhapru Square, PN 274, Central Ave",,Cafe,"https://www.google.com/maps/place/The+Aragorn's+Cafe/@21.1487988,79.124268,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c78c7543a953:0x45683696d250b7c9!8m2!3d21.1487988!4d79.124268!16s%2Fg%2F11twmlmzy8?hl=en",21.1487988,79.124268,Yes,No,728,CASH AND UPI
915,Haveli Heritage Restaurant,4.9,14,"Shop no. 06, Shivneri apartment, opp. Arun bajaj Showroom",+91 93078 94874,Restaurant,"https://www.google.com/maps/place/Haveli+Heritage+Restaurant/@21.1124763,79.0643042,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4bffdc8197921:0xcc62e01c43355a16!8m2!3d21.1124763!4d79.0643042!16s%2Fg%2F11tr_6ptq8?hl=en",21.1124763,79.0643042,Yes,Yes,987,CASH
916,The Right Place Café,4.9,14,Plot no.5,,Fast food restaurant,"https://www.google.com/maps/place/The+Right+Place+Caf%C3%A9/@21.1300567,79.1208293,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c7ea9e5cc96f:0x7eaaadcd146f8d94!8m2!3d21.1300567!4d79.1208293!16s%2Fg%2F11rd8ksc6_?hl=en",21.1300567,79.1208293,Yes,No,668,CASH AND UPI
917,"FNC, Forks And Cues",4.9,14,"18, Nara Rd",,Cafe,"https://www.google.com/maps/place/FNC,+Forks+And+Cues/@21.1907512,79.0914329,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1d5939648bf:0x9838d4b0bca0dffd!8m2!3d21.1907512!4d79.0914329!16s%2Fg%2F11s4wc36wy?hl=en",21.1907512,79.0914329,Yes,Yes,780,CASH AND UPI
918,La Cafe Tria,4.9,14,"Plot no 138, Shahlot house, New Verma Layout Opposite 6/10 shop, Hilltop Main Rd",+91 93077 92066,Cake shop,"https://www.google.com/maps/place/La+Cafe+Tria/@21.1363564,79.0485469,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c15a37e5e37b:0xf8f9f292de309a6f!8m2!3d21.1363564!4d79.0485469!16s%2Fg%2F11ry5jftxd?hl=en",21.1363564,79.0485469,Yes,Yes,927,CASH
919,Firantu riders cafe,4.7,14,"45G6+4F8, Symbiosis College Rd",,Restaurant,"https://www.google.com/maps/place/Firantu+riders+cafe/@21.1252784,79.161185,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4b984b57c8553:0xe2a028f130c6c7c1!8m2!3d21.1252784!4d79.161185!16s%2Fg%2F11sjk515xl?hl=en",21.1252784,79.161185,Yes,No,648,CASH AND UPI
920,The V.p's cafe,4.4,14,"Plot no. 45, Godhani Road, near aashirwa school",,Restaurant,"https://www.google.com/maps/place/The+V.p's+cafe/@21.2015536,79.0701653,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c10bec3517cb:0xe1e5077073ac5877!8m2!3d21.2015536!4d79.0701653!16s%2Fg%2F11h1mk1bn4?hl=en",21.2015536,79.0701653,Yes,No,991,CASH AND UPI
921,DARPAN RESTAURANT,4.1,14,"158, Hudkeshwar Rd",+91 77200 99295,Indian takeaway,"https://www.google.com/maps/place/DARPAN+RESTAURANT/@21.1061659,79.1227,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4b966710f7593:0x6c05354c2b0b7b3a!8m2!3d21.1061659!4d79.1227!16s%2Fg%2F11ngn1c3r1?hl=en",21.1061659,79.1227,Yes,Yes,787,CASH
922,Taj Chicken Biryani,4.1,14,"Tathagat Chowk, Nari, Ring Rd, near Sugat Nagar",+91 93738 35092,Biryani restaurant,"https://www.google.com/maps/place/Taj+Chicken+Biryani/@21.1888767,79.1005965,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c153b4fde909:0x78bcf5783a952bb4!8m2!3d21.1888767!4d79.1005965!16s%2Fg%2F11pdh51yxw?hl=en",21.1888767,79.1005965,Yes,Yes,818,CASH
923,Sai Cafe,4,14,"133-A, Pawanbhoomi Wardha Rd",+91 98225 73878,Cafe,"https://www.google.com/maps/place/Sai+Cafe/@21.1001254,79.0704938,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4bf7386bc2be7:0x44272789107cf0c7!8m2!3d21.1001254!4d79.0704938!16s%2Fg%2F1q69wzyy9?hl=en",21.1001254,79.0704938,Yes,Yes,979,CASH AND UPI
924,Niraj Chat Center,3.9,14,"44FQ+HJ5, Kharbi Rd",,Fast food restaurant,"https://www.google.com/maps/place/Niraj+Chat+Center/@21.1238989,79.1391118,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4b89deda017bf:0x49b37af80541ee4f!8m2!3d21.1238989!4d79.1391118!16s%2Fg%2F11f3p8x95c?hl=en",21.1238989,79.1391118,No,No,709,CASH
925,Maya mess bhojnalay and tiffin seva,3.9,14,santhoshi mata mandir ke aage,,Restaurant,"https://www.google.com/maps/place/Maya+mess+bhojnalay+and+tiffin+seva/@21.1786278,79.0593788,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1d93ff7cf37:0x987544bfae9b597c!8m2!3d21.1786278!4d79.0593788!16s%2Fg%2F11smwd40z5?hl=en",21.1786278,79.0593788,No,No,718,CASH
926,New Deepak Restaurant,3.6,14,"Ratan Plaza S-1, Guru Teg Bahadur Marg Scooter Parking, Near Cotton Market Road, Ghat Rd",,Fast food restaurant,"https://www.google.com/maps/place/New+Deepak+Restaurant/@21.1514532,79.0906692,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c0c3d731249b:0x963b99bd602b6b96!8m2!3d21.1514532!4d79.0906692!16s%2Fg%2F11dzsjj7rr?hl=en",21.1514532,79.0906692,No,No,674,CASH
927,Rising star cafe,3.6,14,"Ground Floor, Pooja Palace, Banerjee Marg",,Cafe,"https://www.google.com/maps/place/Rising+star+cafe/@21.1378921,79.0829979,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c10a4ac6d8c7:0xb2b63e502e85d41b!8m2!3d21.1378921!4d79.0829979!16s%2Fg%2F11lfbgxc5m?hl=en",21.1378921,79.0829979,Yes,No,900,CASH
928,Tajshree Family Restaurant & Sweet's,3.4,14,"Rajiv Gandhi Nagar squre, Old kamptee road",+91 86685 65944,Fast food restaurant,"https://www.google.com/maps/place/Tajshree+Family+Restaurant+%26+Sweet's/@21.1684233,79.1337359,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c71f0acee6e7:0xc1c19f2258cc463!8m2!3d21.1684233!4d79.1337359!16s%2Fg%2F11c317zxpx?hl=en",21.1684233,79.1337359,No,No,620,CASH
929,Royal Saoji Kitchen,4.9,13,"Kamptee Road , Naka No 2",,Family restaurant,"https://www.google.com/maps/place/Royal+Saoji+Kitchen/@21.1975197,79.1356507,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c781975ef67b:0x9f3ee194192d6b33!8m2!3d21.1975197!4d79.1356507!16s%2Fg%2F11s2bxtry5?hl=en",21.1975197,79.1356507,Yes,Yes,830,CASH
930,Fuel Blend Wardhaman Nagar,4.7,13,"Plot no, 195 A, Central Ave",,Coffee shop,"https://www.google.com/maps/place/Fuel+Blend+Wardhaman+Nagar/@21.1475938,79.1366124,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c78000044b4b:0x7d483c9588c3e4b1!8m2!3d21.1475938!4d79.1366124!16s%2Fg%2F11trndjyxr?hl=en",21.1475938,79.1366124,Yes,Yes,902,CASH
931,Skytouch Rooftop Restaurant In Manish Nagar | Nagpur(Hotel Ashoka Imperial),4.7,13,"4th Floor, Hotel Ashoka Imperial, opp. UCO Bank",,Fine dining restaurant,"https://www.google.com/maps/place/Skytouch+Rooftop+Restaurant+In+Manish+Nagar+%7C+Nagpur(Hotel+Ashoka+Imperial)/@21.0955871,79.0777809,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4bf8b568edddb:0x67b144773a379021!8m2!3d21.0955871!4d79.0777809!16s%2Fg%2F11qpwpv04x?hl=en",21.0955871,79.0777809,Yes,No,687,CASH
932,HoT Shawarma,4.4,13,Infront of Pyramid Graphics,,Shawarma restaurant,"https://www.google.com/maps/place/HoT+Shawarma/@21.1058961,79.0874592,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4bf801041a98f:0x39ca11bb87b5c2c1!8m2!3d21.1058961!4d79.0874592!16s%2Fg%2F11p18cwwjl?hl=en",21.1058961,79.0874592,Yes,Yes,810,CASH
933,South Indian Tasty Spot,4.3,13,"1 A Kalyan Nagar Naka, MIDC Hingna Road, Nagpur",+91 99751 76207,South Indian restaurant,"https://www.google.com/maps/place/South+Indian+Tasty+Spot/@21.1184726,79.0172589,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4eaaae83fe2f9:0xd78342694e48ddab!8m2!3d21.1184726!4d79.0172589!16s%2Fg%2F11c2q439_8?hl=en",21.1184726,79.0172589,Yes,No,729,CASH AND UPI
